Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temperature difference [K],Mechanical power [W],Torque-speed interaction,Tool wear-torque interaction,Type_H,Type_L,Type_M,Machine failure
303.9,312.7,1800,24.3,158,8.800000000000011,4580.442088933918,43740.0,3839.4,0,1,0,0
299.4,309.1,1432,45.4,137,9.700000000000045,6808.124495643417,65012.799999999996,6219.8,0,1,0,0
297.0,307.9,1455,49.0,204,10.899999999999977,7465.994941256143,71295.0,9996.0,0,1,0,0
302.6,311.0,1591,33.9,119,8.399999999999977,5648.049520403337,53934.899999999994,4034.1,0,0,1,0
301.3,310.4,1635,32.5,110,9.099999999999966,5564.545987670921,53137.5,3575.0,0,0,1,0
298.0,309.2,1527,32.4,99,11.199999999999989,5180.988940594142,49474.799999999996,3207.6,0,1,0,0
298.8,308.7,1446,45.5,49,9.899999999999977,6889.826848587775,65793.0,2229.5,0,0,1,0
302.3,310.7,1499,37.8,137,8.399999999999977,5933.651708541185,56662.2,5178.599999999999,0,1,0,0
300.1,311.3,2579,12.5,64,11.199999999999989,3375.9031056700314,32237.5,800.0,0,1,0,1
299.0,308.5,1623,33.5,154,9.5,5693.665445733461,54370.5,5159.0,1,0,0,0
303.5,312.8,1607,38.4,92,9.300000000000011,6462.1304247280605,61708.799999999996,3532.7999999999997,0,1,0,0
300.2,311.6,1662,28.8,162,11.400000000000034,5012.473910655586,47865.6,4665.6,1,0,0,0
303.9,312.9,1526,42.5,194,9.0,6791.599718285535,64855.0,8245.0,0,1,0,0
302.0,310.9,1495,38.6,52,8.899999999999977,6043.062908690206,57707.0,2007.2,0,1,0,0
302.7,312.0,1828,24.0,63,9.300000000000011,4594.2650966097135,43872.0,1512.0,0,1,0,0
300.6,309.5,1437,40.0,55,8.899999999999977,6019.291524278044,57480.0,2200.0,0,1,0,0
301.6,310.6,1555,40.4,139,9.0,6578.704456127266,62822.0,5615.599999999999,1,0,0,0
303.4,312.7,1363,45.5,26,9.300000000000011,6494.35269337838,62016.5,1183.0,0,1,0,0
300.1,310.5,1492,50.9,111,10.399999999999977,7952.711419101298,75942.8,5649.9,0,1,0,0
299.0,309.0,1469,40.1,13,10.0,6168.716142858287,58906.9,521.3000000000001,0,1,0,0
296.5,307.6,1415,44.2,106,11.100000000000023,6549.487644448882,62543.00000000001,4685.200000000001,0,1,0,0
297.4,309.3,1516,43.0,83,11.900000000000034,6826.47139674038,65188.0,3569.0,1,0,0,0
300.2,311.8,1798,23.2,210,11.600000000000023,4368.23797715944,41713.6,4872.0,0,1,0,0
299.8,311.1,1498,38.1,176,11.300000000000011,5976.754359748438,57073.8,6705.6,0,0,1,0
296.6,307.4,1465,47.8,187,10.799999999999955,7333.210291764414,70027.0,8938.6,0,1,0,0
298.2,309.0,1596,37.2,87,10.800000000000011,6217.337525160345,59371.200000000004,3236.4,0,1,0,0
303.6,312.9,1873,23.5,7,9.299999999999955,4609.292381469385,44015.5,164.5,0,1,0,0
299.8,310.6,1694,31.3,121,10.800000000000011,5552.471799905625,53022.200000000004,3787.3,0,0,1,0
297.5,308.3,1596,36.8,77,10.800000000000011,6150.4844334919535,58732.799999999996,2833.6,0,1,0,0
298.1,309.1,1572,37.5,126,11.0,6173.229564303943,58950.0,4725.0,0,0,1,0
301.9,311.0,2691,12.1,31,9.100000000000023,3409.7904184267536,32561.1,375.09999999999997,0,1,0,1
296.2,307.3,1477,35.2,53,11.100000000000023,5444.421956573159,51990.4,1865.6000000000001,0,0,1,0
300.9,310.3,1321,48.8,150,9.400000000000034,6750.738069837843,64464.799999999996,7320.0,0,1,0,0
302.4,311.0,1573,36.5,193,8.600000000000023,6012.432380317706,57414.5,7044.5,0,1,0,0
298.0,308.9,1578,35.6,153,10.899999999999977,5882.820739406103,56176.8,5446.8,0,1,0,0
298.8,310.1,1501,48.7,192,11.300000000000011,7654.8779635654755,73098.7,9350.400000000001,0,0,1,0
297.6,308.8,1416,45.9,101,11.199999999999989,6806.197652149215,64994.4,4635.9,0,0,1,0
298.2,309.2,1524,34.6,161,11.0,5521.914575361708,52730.4,5570.6,0,0,1,0
297.4,308.7,1510,36.2,92,11.300000000000011,5724.191254350842,54662.00000000001,3330.4,0,1,0,0
301.0,310.9,1568,38.2,172,9.899999999999977,6272.462004255333,59897.600000000006,6570.400000000001,0,1,0,0
297.3,308.7,1451,43.8,24,11.399999999999977,6655.338372923832,63553.799999999996,1051.1999999999998,0,0,1,0
302.8,312.1,1520,39.9,48,9.300000000000011,6351.043708497126,60648.0,1915.1999999999998,0,1,0,0
301.4,310.3,1492,41.4,195,8.900000000000034,6468.413610035241,61768.799999999996,8073.0,0,1,0,0
301.8,309.7,1598,30.4,124,7.899999999999977,5087.201927908975,48579.2,3769.6,0,1,0,0
304.2,313.4,1568,37.6,25,9.199999999999989,6173.941658638757,58956.8,940.0,0,1,0,0
299.0,308.6,1434,45.9,108,9.600000000000023,6892.717113829078,65820.59999999999,4957.2,0,1,0,0
301.8,310.6,1459,40.2,128,8.800000000000011,6142.002133327262,58651.8,5145.6,0,0,1,0
302.2,311.3,1570,36.1,0,9.100000000000023,5935.2015609169575,56677.0,0.0,0,1,0,0
300.5,309.9,1503,37.4,175,9.399999999999977,5886.527818737339,56212.2,6545.0,0,1,0,0
300.7,310.7,1450,43.4,80,10.0,6590.01418968019,62930.0,3472.0,0,1,0,0
298.3,308.5,1629,37.1,170,10.199999999999989,6328.832648436246,60435.9,6307.0,0,0,1,0
298.9,308.4,1632,31.8,17,9.5,5434.703963298055,51897.6,540.6,1,0,0,0
300.8,310.7,1358,48.1,198,9.899999999999977,6840.273460465153,65319.8,9523.800000000001,0,1,0,0
301.8,309.8,1546,39.8,121,8.0,6443.49030831676,61530.799999999996,4815.799999999999,0,0,1,0
300.2,309.2,1667,29.9,75,9.0,5219.578170355737,49843.299999999996,2242.5,0,1,0,0
303.4,312.3,1287,54.8,54,8.900000000000034,7385.633001177316,70527.59999999999,2959.2,0,1,0,0
301.7,310.1,1743,27.3,210,8.400000000000034,4982.974355638378,47583.9,5733.0,0,0,1,0
300.6,310.0,1483,44.0,97,9.399999999999977,6833.173461068039,65252.0,4268.0,1,0,0,0
300.2,310.3,1408,42.5,0,10.100000000000023,6266.43014636044,59840.0,0.0,1,0,0,0
298.4,308.3,1473,39.9,184,9.900000000000034,6154.662751721228,58772.7,7341.599999999999,0,1,0,0
299.1,310.3,1838,24.0,235,11.199999999999989,4619.397837838431,44112.0,5640.0,0,0,1,0
299.0,309.9,1630,34.0,92,10.899999999999977,5803.568828731544,55420.0,3128.0,0,1,0,0
299.7,309.3,1779,25.5,129,9.600000000000023,4750.559331125806,45364.5,3289.5,0,1,0,0
297.3,308.3,1410,48.1,23,11.0,7102.198511970446,67821.0,1106.3,0,1,0,0
303.5,312.9,1618,30.4,130,9.399999999999977,5150.8715390217285,49187.2,3952.0,0,0,1,0
303.8,312.5,1447,46.6,198,8.699999999999989,7061.274031669682,67430.2,9226.800000000001,1,0,0,0
300.7,311.2,1769,26.5,63,10.5,4909.1050403769705,46878.5,1669.5,0,0,1,0
298.1,308.0,1704,30.9,61,9.899999999999977,5513.872098168518,52653.6,1884.8999999999999,0,1,0,0
298.1,308.6,1415,46.3,27,10.5,6860.66239678695,65514.49999999999,1250.1,0,0,1,0
300.9,310.8,1599,33.0,7,9.900000000000034,5525.747318399087,52767.0,231.0,0,0,1,0
300.1,309.8,1430,56.7,44,9.699999999999989,8490.782464857135,81081.0,2494.8,0,1,0,0
302.6,311.7,1430,51.7,32,9.099999999999966,7742.036215751568,73931.0,1654.4,0,0,1,0
300.7,310.0,1395,48.0,85,9.300000000000011,7012.034802812417,66960.0,4080.0,0,1,0,0
300.3,311.7,1646,28.9,198,11.399999999999977,4981.455919189143,47569.399999999994,5722.2,0,0,1,0
301.5,310.7,1416,53.2,69,9.199999999999989,7888.664816870115,75331.2,3670.8,0,0,1,0
302.9,312.4,1550,36.9,194,9.5,5989.44639406894,57195.0,7158.599999999999,0,1,0,0
302.7,311.6,2709,9.7,2,8.900000000000034,2751.7524212058356,26277.3,19.4,0,0,1,1
302.6,310.3,1479,40.4,105,7.699999999999989,6257.172920007863,59751.6,4242.0,0,1,0,0
300.2,309.9,1566,36.4,170,9.699999999999989,5969.277369232894,57002.399999999994,6188.0,0,1,0,0
302.4,311.8,1543,31.1,96,9.400000000000034,5025.218304853649,47987.3,2985.6000000000004,0,1,0,0
298.3,307.7,1576,33.8,171,9.399999999999977,5578.295691518132,53268.799999999996,5779.799999999999,0,1,0,0
297.1,308.3,1496,45.8,190,11.199999999999989,7175.0625175827045,68516.8,8702.0,0,1,0,0
298.2,309.0,2449,13.8,45,10.800000000000011,3539.1297879750455,33796.200000000004,621.0,0,1,0,0
300.5,310.5,1373,47.4,56,10.0,6815.182607138482,65080.2,2654.4,0,1,0,0
300.3,309.5,1405,49.4,77,9.199999999999989,7268.284043590226,69407.0,3803.7999999999997,0,0,1,0
302.4,311.0,1423,46.2,186,8.600000000000023,6884.548972929745,65742.6,8593.2,0,1,0,0
298.1,307.6,1950,20.3,202,9.5,4145.331506411732,39585.0,4100.6,0,1,0,0
301.0,310.9,1428,45.3,47,9.899999999999977,6774.153407082598,64688.399999999994,2129.1,0,1,0,0
299.1,310.5,1485,37.8,46,11.399999999999977,5878.234014131862,56132.99999999999,1738.8,0,1,0,0
303.6,311.8,1421,44.8,101,8.199999999999989,6666.543386721636,63660.799999999996,4524.799999999999,0,0,1,1
296.2,307.2,1515,36.5,38,11.0,5790.740658729386,55297.5,1387.0,0,1,0,0
301.3,311.0,1542,33.6,80,9.699999999999989,5425.656176455716,51811.200000000004,2688.0,0,1,0,0
297.7,307.6,1921,22.9,68,9.900000000000034,4606.716275493441,43990.899999999994,1557.1999999999998,0,1,0,0
299.7,311.1,1439,44.9,174,11.400000000000034,6766.058570011848,64611.1,7812.599999999999,0,1,0,0
299.0,310.3,1428,46.3,175,11.300000000000011,6923.693217393473,66116.4,8102.499999999999,0,1,0,0
301.4,311.0,1234,55.8,152,9.600000000000023,7210.709122225436,68857.2,8481.6,0,0,1,0
304.2,313.8,1481,44.9,136,9.600000000000023,6963.539084216504,66496.9,6106.4,0,0,1,0
301.0,312.3,1550,34.9,111,11.300000000000011,5664.815153197996,54095.0,3873.8999999999996,0,1,0,0
296.8,307.9,1271,61.4,125,11.099999999999966,8172.266857685177,78039.4,7675.0,0,1,0,0
302.3,310.9,2034,19.7,190,8.599999999999966,4196.099643693743,40069.799999999996,3743.0,0,1,0,0
298.8,309.0,1497,43.8,147,10.199999999999989,6866.327735538923,65568.59999999999,6438.599999999999,1,0,0,0
297.9,309.8,2000,21.3,29,11.900000000000034,4461.061568097506,42600.0,617.7,0,1,0,0
298.9,308.5,1429,55.1,140,9.600000000000023,8245.413606636259,78737.90000000001,7714.0,0,1,0,0
302.5,310.3,1523,36.0,72,7.800000000000011,5741.574733700706,54828.0,2592.0,0,1,0,0
299.2,308.4,1396,48.5,5,9.199999999999989,7090.155740131685,67706.0,242.5,0,0,1,0
304.2,313.4,1735,28.9,192,9.199999999999989,5250.80560133242,50141.5,5548.799999999999,0,1,0,0
302.9,312.1,1334,54.7,88,9.200000000000045,7641.379587130549,72969.8,4813.6,0,1,0,0
297.3,308.0,1403,45.0,77,10.699999999999989,6611.481739479719,63135.0,3465.0,0,0,1,0
297.8,309.1,1432,42.6,17,11.300000000000011,6388.240165515629,61003.200000000004,724.2,0,0,1,0
302.2,311.6,1872,20.4,202,9.400000000000034,3999.121784313663,38188.799999999996,4120.799999999999,0,1,0,0
303.8,313.2,1531,39.4,159,9.399999999999977,6316.842236475045,60321.4,6264.599999999999,0,1,0,0
301.4,310.4,1559,36.0,196,9.0,5877.291536335785,56124.0,7056.0,0,1,0,0
298.0,308.7,1430,51.9,47,10.699999999999989,7771.986065715791,74217.0,2439.2999999999997,0,0,1,0
300.4,309.3,1411,41.6,160,8.900000000000034,6146.798298111741,58697.6,6656.0,0,0,1,0
302.1,310.8,1504,37.5,42,8.699999999999989,5906.194188748811,56400.0,1575.0,0,0,1,0
298.7,309.8,1402,54.3,128,11.100000000000023,7972.168349602531,76128.59999999999,6950.4,0,1,0,0
298.4,309.7,1870,22.5,170,11.300000000000011,4406.083696659684,42075.0,3825.0,0,0,1,0
300.5,309.5,1255,62.1,138,9.0,8161.386475128244,77935.5,8569.800000000001,0,1,0,0
297.9,309.0,1583,36.7,104,11.100000000000023,6083.809365407267,58096.100000000006,3816.8,0,1,0,0
299.1,310.8,1517,38.4,185,11.699999999999989,6100.218951034517,58252.799999999996,7104.0,0,0,1,0
298.9,308.7,1389,44.9,69,9.800000000000011,6530.962719768212,62366.1,3098.1,0,1,0,0
298.1,307.7,1633,30.7,145,9.599999999999966,5249.925955389415,50133.1,4451.5,0,0,1,0
296.6,307.6,1459,40.2,96,11.0,6142.002133327262,58651.8,3859.2000000000003,0,1,0,0
300.5,311.5,1316,49.7,55,11.0,6849.216527552372,65405.200000000004,2733.5,0,1,0,0
303.4,312.2,1615,35.7,56,8.800000000000011,6037.669841301545,57655.50000000001,1999.2000000000003,0,0,1,0
298.2,307.8,1804,25.1,108,9.600000000000023,4741.752399720243,45280.4,2710.8,0,1,0,0
298.0,307.6,1654,28.9,123,9.600000000000023,5005.667126572808,47800.6,3554.7,0,1,0,0
303.8,313.2,1506,46.9,154,9.399999999999977,7396.502911758737,70631.4,7222.599999999999,1,0,0,0
304.0,313.3,1415,52.8,82,9.300000000000011,7823.82234450002,74712.0,4329.599999999999,0,0,1,0
299.0,310.3,1437,47.8,99,11.300000000000011,7193.053371512262,68688.59999999999,4732.2,0,1,0,0
300.4,311.9,1438,46.7,41,11.5,7032.413267158704,67154.6,1914.7,1,0,0,0
301.7,311.0,1537,33.5,146,9.300000000000011,5391.967831233722,51489.5,4891.0,0,0,1,0
299.3,310.5,1505,38.8,30,11.199999999999989,6115.005380457412,58393.99999999999,1164.0,0,1,0,0
301.2,310.1,1295,56.6,39,8.900000000000034,7675.643891005701,73297.0,2207.4,0,0,1,0
302.5,312.2,1738,25.3,14,9.699999999999989,4604.674240268608,43971.4,354.2,0,1,0,0
299.4,308.7,1381,56.7,102,9.300000000000011,8199.839569208183,78302.7,5783.400000000001,0,1,0,0
297.9,309.1,1619,34.7,33,11.200000000000045,5883.082538793903,56179.3,1145.1000000000001,0,1,0,0
299.0,310.0,1582,31.9,51,11.0,5284.766217917726,50465.799999999996,1626.8999999999999,0,1,0,0
302.0,310.9,1558,45.3,193,8.899999999999977,7390.8480449822755,70577.4,8742.9,0,0,1,0
301.9,310.6,1412,46.5,89,8.700000000000045,6875.6896816466215,65658.0,4138.5,0,0,1,0
297.1,308.5,1515,42.1,81,11.399999999999977,6679.18306116458,63781.5,3410.1,0,0,1,0
295.8,306.3,1337,54.6,87,10.5,7644.5630676861865,73000.2,4750.2,0,1,0,0
299.8,309.4,1401,48.1,143,9.599999999999966,7056.865329979144,67388.1,6878.3,0,0,1,0
301.5,310.5,1528,35.7,198,9.0,5712.420753875393,54549.600000000006,7068.6,0,1,0,0
300.7,311.9,1329,59.2,121,11.199999999999989,8239.015229598448,78676.8,7163.200000000001,1,0,0,0
302.2,310.6,1346,47.5,109,8.400000000000034,6695.257543575448,63935.0,5177.5,0,1,0,1
297.0,307.9,1569,33.3,141,10.899999999999977,5471.366349565447,52247.7,4695.299999999999,0,0,1,0
301.2,310.0,1445,45.6,18,8.800000000000011,6900.194104344621,65892.0,820.8000000000001,0,0,1,0
300.7,312.3,1446,45.4,86,11.600000000000023,6874.684371997472,65648.4,3904.4,1,0,0,0
300.2,311.6,1356,53.5,132,11.400000000000034,7596.999354910837,72546.0,7062.0,0,1,0,0
300.6,311.0,1543,34.7,89,10.399999999999977,5606.915600592335,53542.100000000006,3088.3,0,1,0,0
300.7,310.1,1376,50.8,75,9.400000000000034,7319.994658668313,69900.8,3810.0,0,1,0,0
301.4,310.4,1689,30.6,110,9.0,5412.272991751423,51683.4,3366.0,0,1,0,0
298.4,309.2,1583,35.4,112,10.800000000000011,5868.306581346518,56038.2,3964.7999999999997,0,1,0,0
300.0,310.4,1333,49.1,131,10.399999999999977,6853.939388508268,65450.3,6432.1,0,1,0,0
302.3,310.9,1762,24.5,73,8.599999999999966,4520.647108760592,43169.0,1788.5,0,0,1,0
300.3,310.2,1429,44.7,203,9.899999999999977,6689.110493949925,63876.3,9074.1,0,0,1,0
297.5,309.3,1404,43.5,195,11.800000000000011,6395.654324178101,61074.0,8482.5,0,1,0,0
300.0,310.5,1558,36.7,137,10.5,5987.728990084979,57178.600000000006,5027.900000000001,1,0,0,0
298.4,307.7,1626,31.1,166,9.300000000000011,5295.531408744027,50568.600000000006,5162.6,1,0,0,0
298.3,309.1,1296,58.7,201,10.800000000000011,7966.576314679141,76075.2,11798.7,0,0,1,0
300.9,310.5,1702,29.3,32,9.600000000000023,5222.2275801602655,49868.6,937.6,0,0,1,0
297.3,308.3,1550,37.0,54,11.0,6005.677956112489,57350.0,1998.0,0,1,0,0
303.4,311.9,1402,50.0,54,8.5,7340.85483388815,70100.0,2700.0,1,0,0,0
303.6,313.1,1395,44.1,120,9.5,6442.306975083909,61519.5,5292.0,0,1,0,0
302.1,311.0,1351,49.5,196,8.899999999999977,7003.0812637496865,66874.5,9702.0,0,1,0,0
300.0,309.5,1735,28.9,82,9.5,5250.80560133242,50141.5,2369.7999999999997,1,0,0,0
297.2,308.6,1562,33.0,84,11.400000000000034,5397.884497397983,51546.0,2772.0,0,1,0,0
300.7,311.7,2097,18.9,232,11.0,4150.389470584011,39633.299999999996,4384.799999999999,0,0,1,1
298.5,309.3,1488,43.7,189,10.800000000000011,6809.464908508949,65025.600000000006,8259.300000000001,0,0,1,0
302.1,310.6,1439,40.0,7,8.5,6027.669104687616,57560.0,280.0,0,1,0,0
299.8,310.1,1553,42.0,177,10.300000000000011,6830.450747434928,65226.0,7434.0,0,1,0,0
300.7,309.3,1425,45.3,100,8.600000000000023,6759.921992361836,64552.49999999999,4530.0,0,1,0,0
297.9,307.6,1298,52.7,132,9.700000000000045,7163.312961058279,68404.6,6956.400000000001,0,1,0,0
298.8,308.4,1604,29.5,14,9.599999999999966,4955.129372752061,47318.0,413.0,0,0,1,0
300.2,309.5,1495,32.6,49,9.300000000000011,5103.7267052668585,48737.0,1597.4,0,1,0,0
299.5,309.1,1863,22.5,79,9.600000000000023,4389.590335228338,41917.5,1777.5,0,1,0,0
300.5,309.4,2179,16.3,59,8.899999999999977,3719.40484641354,35517.700000000004,961.7,0,0,1,0
298.0,307.4,1606,35.2,195,9.399999999999977,5919.933420620511,56531.200000000004,6864.000000000001,1,0,0,0
298.0,308.2,1514,37.9,9,10.199999999999989,6008.8823806191485,57380.6,341.09999999999997,0,1,0,0
302.9,312.4,1923,23.9,244,9.5,4812.888529373026,45959.7,5831.599999999999,0,1,0,0
298.7,308.4,1750,25.8,72,9.699999999999989,4728.096943652638,45150.0,1857.6000000000001,0,1,0,0
296.9,307.9,1435,41.6,139,11.0,6251.35050162321,59696.0,5782.400000000001,0,1,0,0
299.4,309.2,1564,39.0,26,9.800000000000011,6387.486183278768,60996.0,1014.0,0,1,0,0
300.3,311.7,1317,56.5,7,11.399999999999977,7792.249338331445,74410.5,395.5,0,1,0,0
298.9,308.4,1449,42.4,149,9.5,6433.73042713961,61437.6,6317.599999999999,1,0,0,0
298.0,308.6,1532,42.6,54,10.600000000000023,6834.346322325379,65263.200000000004,2300.4,0,1,0,0
296.2,307.0,1542,40.6,28,10.800000000000011,6556.001213217324,62605.200000000004,1136.8,1,0,0,0
299.4,309.1,1352,44.7,172,9.700000000000045,6328.675568803567,60434.4,7688.400000000001,0,0,1,0
298.8,309.8,1563,33.7,143,11.0,5515.914133393351,52673.100000000006,4819.1,0,1,0,0
298.3,308.9,1379,54.7,91,10.599999999999966,7899.147264357593,75431.3,4977.7,0,1,0,0
301.7,310.1,1424,50.2,54,8.400000000000034,7485.870750777856,71484.8,2710.8,0,1,0,0
298.7,310.1,1676,33.5,70,11.400000000000034,5879.595370948417,56146.0,2345.0,0,1,0,0
302.5,310.5,1527,38.8,136,8.0,6204.394163427553,59247.6,5276.799999999999,0,0,1,0
299.6,310.1,1384,49.8,11,10.5,7217.6206260633335,68923.2,547.8,0,1,0,0
300.3,311.8,1451,41.0,55,11.5,6229.882951823679,59491.0,2255.0,0,1,0,0
300.3,309.3,1612,36.0,158,9.0,6077.096829104095,58032.0,5688.0,0,1,0,0
301.0,309.5,1430,48.5,122,8.5,7262.838616324005,69355.0,5917.0,0,1,0,0
300.9,310.5,1616,33.5,25,9.600000000000023,5669.108663157901,54136.0,837.5,0,1,0,0
300.6,310.9,1433,42.6,101,10.299999999999955,6392.701227083726,61045.8,4302.6,0,1,0,0
301.3,310.1,1469,39.7,179,8.800000000000011,6107.182814749975,58319.3,7106.3,1,0,0,0
297.7,307.4,1643,36.5,55,9.699999999999989,6279.991354648437,59969.5,2007.5,0,1,0,0
297.1,308.4,1468,44.4,197,11.299999999999955,6825.549862895328,65179.2,8746.8,0,1,0,0
300.0,311.4,1604,38.7,185,11.399999999999977,6500.457855101856,62074.8,7159.500000000001,0,1,0,0
298.9,308.6,1574,33.5,128,9.700000000000045,5521.76796770454,52729.0,4288.0,0,0,1,0
299.7,308.9,1478,41.0,87,9.199999999999989,6345.8077207411425,60598.0,3567.0,0,0,1,0
300.7,310.5,1445,41.1,201,9.800000000000011,6219.2538966790335,59389.5,8261.1,0,1,0,0
298.9,310.2,1623,37.2,177,11.300000000000011,6322.51804720253,60375.600000000006,6584.400000000001,0,1,0,0
298.1,308.1,1410,45.8,71,10.0,6762.592346117389,64577.99999999999,3251.7999999999997,0,1,0,0
300.1,309.3,1654,31.0,201,9.199999999999989,5369.400724005434,51274.0,6231.0,0,1,0,0
301.8,310.0,1393,44.9,208,8.199999999999989,6549.770387787705,62545.7,9339.199999999999,0,1,0,0
301.5,310.7,1510,36.0,64,9.199999999999989,5692.5658883047045,54360.0,2304.0,0,0,1,0
297.6,308.7,1408,54.8,147,11.099999999999966,8080.008753424755,77158.4,8055.599999999999,0,0,1,0
299.8,309.4,1436,51.6,158,9.599999999999966,7759.482526954502,74097.6,8152.8,0,1,0,0
300.3,309.9,1405,52.1,205,9.599999999999966,7665.538434636656,73200.5,10680.5,1,0,0,0
297.3,308.9,1799,24.5,137,11.599999999999966,4615.575566776564,44075.5,3356.5,0,0,1,0
301.3,310.6,1481,40.9,57,9.300000000000011,6343.179254887639,60572.9,2331.2999999999997,0,1,0,0
298.7,309.6,1755,26.9,73,10.900000000000034,4943.767279321577,47209.5,1963.6999999999998,1,0,0,0
299.9,311.4,1497,37.0,162,11.5,5800.322516322834,55389.0,5994.0,1,0,0,0
300.5,310.3,1336,57.1,29,9.800000000000011,7988.609351156319,76285.6,1655.9,0,1,0,0
302.0,310.8,1767,27.4,11,8.800000000000011,5070.090719922424,48415.799999999996,301.4,0,1,0,0
299.4,310.7,1551,41.2,3,11.300000000000011,6691.718015852404,63901.200000000004,123.60000000000001,0,1,0,0
301.8,310.2,1457,40.4,213,8.399999999999977,6164.098001657509,58862.799999999996,8605.199999999999,0,1,0,0
297.3,308.5,1764,30.8,148,11.199999999999989,5689.549959357259,54331.200000000004,4558.400000000001,0,1,0,0
298.9,309.6,1434,43.8,180,10.700000000000045,6577.364043261734,62809.2,7883.999999999999,0,0,1,0
301.2,309.9,1643,32.9,171,8.699999999999989,5660.594947066673,54054.7,5625.9,0,1,0,0
295.8,306.3,1444,45.5,76,10.5,6880.297350871885,65702.0,3458.0,0,0,1,0
296.9,307.7,1424,43.3,120,10.800000000000011,6456.9363248741265,61659.2,5196.0,0,1,0,0
298.2,309.0,1413,55.0,145,10.800000000000011,8138.295769124359,77715.0,7975.0,0,1,0,0
302.0,310.4,1828,26.3,82,8.399999999999977,5034.548835034811,48076.4,2156.6,0,0,1,0
300.5,310.0,1406,50.2,119,9.5,7391.24598005173,70581.2,5973.8,0,0,1,0
300.4,309.6,1432,44.7,192,9.200000000000045,6703.15341311147,64010.4,8582.400000000001,0,1,0,0
299.9,309.5,1779,26.1,169,9.600000000000023,4862.337197740531,46431.9,4410.900000000001,0,1,0,0
297.2,307.9,1541,35.7,169,10.699999999999989,5761.021192226427,55013.700000000004,6033.3,0,0,1,0
297.1,308.2,1427,45.2,136,11.099999999999966,6754.466093120104,64500.4,6147.200000000001,0,1,0,0
298.2,307.9,1403,45.1,193,9.699999999999989,6626.173921123008,63275.3,8704.300000000001,0,0,1,0
302.9,312.2,1510,41.4,94,9.300000000000011,6546.45077155041,62514.0,3891.6,0,1,0,0
302.9,312.4,1659,33.1,152,9.5,5750.465440910365,54912.9,5031.2,0,0,1,0
297.9,307.3,1420,47.8,171,9.400000000000034,7107.958098502026,67876.0,8173.799999999999,0,0,1,0
302.3,310.1,1688,30.4,115,7.800000000000011,5373.715177916365,51315.2,3496.0,1,0,0,0
300.0,311.4,1508,38.2,18,11.399999999999977,6032.444325521073,57605.600000000006,687.6,0,1,0,0
301.6,310.5,1602,32.3,2,8.899999999999977,5418.681840764747,51744.6,64.6,1,0,0,0
298.0,308.2,1611,30.6,195,10.199999999999989,5162.32788023182,49296.600000000006,5967.0,0,1,0,0
298.9,309.7,1449,48.8,147,10.800000000000011,7404.859548217287,70711.2,7173.599999999999,0,1,0,0
297.4,308.8,1462,49.7,132,11.400000000000034,7609.0840146516475,72661.40000000001,6560.400000000001,0,1,0,0
300.5,311.4,1442,47.0,53,10.899999999999977,7097.276683479821,67774.0,2491.0,0,1,0,0
302.7,311.2,1545,35.1,128,8.5,5678.89996026159,54229.5,4492.8,0,1,0,0
300.0,309.7,1586,37.8,103,9.699999999999989,6278.033095227698,59950.799999999996,3893.3999999999996,0,1,0,0
297.2,307.9,1441,40.0,195,10.699999999999989,6036.04668509719,57640.0,7800.0,0,1,0,0
302.8,312.2,1458,51.0,42,9.399999999999977,7786.75155118766,74358.0,2142.0,0,1,0,0
302.5,310.3,1592,32.6,174,7.800000000000011,5434.871514906246,51899.200000000004,5672.400000000001,0,1,0,0
298.9,310.0,1482,41.1,82,11.100000000000023,6378.501228289502,60910.200000000004,3370.2000000000003,0,1,0,0
302.4,310.2,2224,16.0,154,7.800000000000011,3726.3477661779734,35584.0,2464.0,0,1,0,0
304.1,313.3,1438,45.5,188,9.199999999999989,6851.708857724219,65429.0,8554.0,0,1,0,0
300.7,312.3,1577,33.2,100,11.600000000000023,5482.749386946955,52356.4,3320.0000000000005,0,1,0,0
301.9,310.5,1477,42.4,128,8.600000000000023,6558.053720417668,62624.799999999996,5427.2,0,1,0,0
302.5,311.5,1521,44.1,37,9.0,7024.19276638181,67076.1,1631.7,0,1,0,0
302.4,311.1,1652,33.9,139,8.700000000000045,5864.599502015282,56002.799999999996,4712.099999999999,0,1,0,0
298.6,309.7,1294,59.4,104,11.099999999999966,8049.137369615481,76863.59999999999,6177.599999999999,0,1,0,0
301.5,310.8,1591,29.6,33,9.300000000000011,4931.630259703209,47093.600000000006,976.8000000000001,1,0,0,0
299.1,309.5,1339,48.2,86,10.399999999999977,6758.592051471818,64539.8,4145.2,0,0,1,0
295.8,306.6,1621,31.6,95,10.800000000000011,5364.122848347405,51223.600000000006,3002.0,0,1,0,0
304.0,312.7,1456,51.2,160,8.699999999999989,7806.564528856302,74547.2,8192.0,0,0,1,0
302.7,310.5,1568,36.9,28,7.800000000000011,6059.001255419418,57859.2,1033.2,1,0,0,0
304.1,313.6,1441,43.7,131,9.5,6594.38100346868,62971.700000000004,5724.700000000001,0,0,1,0
298.1,309.9,1642,30.4,58,11.799999999999955,5227.275072357032,49916.799999999996,1763.1999999999998,0,1,0,0
